"filename","notes","authors","licenses","urls"
"body/bodies/male/run.png","see details at https://opengameart.org/content/lpc-character-bases; 'Thick' Male Revised Run/Climb by JaidynReiman (based on ElizaWy's LPC Revised) ","bluecarrot16,JaidynReiman,Benjamin K. Smith (BenCreating),Evert,Eliza Wyatt (ElizaWy),TheraHedwig,MuffinElZangano,Durrani,Johannes Sjölund (wulax),Stephen Challener (Redshrike) ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,https://opengameart.org/content/lpc-male-jumping-animation-by-durrani,https://opengameart.org/content/lpc-runcycle-and-diagonal-walkcycle,https://opengameart.org/content/lpc-revised-character-basics,https://opengameart.org/content/lpc-be-seated,https://opengameart.org/content/lpc-runcycle-for-male-muscular-and-pregnant-character-bases-with-modular-heads,https://opengameart.org/content/lpc-jump-expanded,https://opengameart.org/content/lpc-character-bases "
"body/bodies/female/run.png","see details at https://opengameart.org/content/lpc-character-bases ","Benjamin K. Smith (BenCreating),bluecarrot16,TheraHedwig,Evert,MuffinElZangano,Durrani,Pierre Vigier (pvigier),ElizaWy,Matthew Krohn (makrohn),Johannes Sjölund (wulax),Stephen Challener (Redshrike) ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,https://opengameart.org/content/lpc-ladies,https://opengameart.org/content/lpc-7-womens-shirts,https://opengameart.org/content/lpc-jump-expanded,https://opengameart.org/content/lpc-be-seated,https://opengameart.org/content/lpc-revised-character-basics,https://gitlab.com/vagabondgame/lpc-characters,https://opengameart.org/content/lpc-male-jumping-animation-by-durrani,https://opengameart.org/content/lpc-runcycle-and-diagonal-walkcycle "
"head/heads/human/female_small/spellcast.png","original head by Redshrike, reduced size head by ElizaWy ","ElizaWy,Stephen Challener (Redshrike) ","OGA-BY 3.0,CC-BY "," "
"head/heads/human/female_small/walk.png","original head by Redshrike, reduced size head by ElizaWy ","ElizaWy,Stephen Challener (Redshrike) ","OGA-BY 3.0,CC-BY "," "
"head/heads/human/female_small/shoot.png","original head by Redshrike, reduced size head by ElizaWy ","ElizaWy,Stephen Challener (Redshrike) ","OGA-BY 3.0,CC-BY "," "
"head/heads/human/female_small/hurt.png","original head by Redshrike, reduced size head by ElizaWy ","ElizaWy,Stephen Challener (Redshrike) ","OGA-BY 3.0,CC-BY "," "
"head/heads/human/female_small/idle.png","original head by Redshrike, reduced size head by ElizaWy ","ElizaWy,Stephen Challener (Redshrike) ","OGA-BY 3.0,CC-BY "," "
"head/heads/human/female_small/run.png","original head by Redshrike, reduced size head by ElizaWy ","ElizaWy,Stephen Challener (Redshrike) ","OGA-BY 3.0,CC-BY "," "
"head/heads/human/female/spellcast.png","original head by Redshrike, tweaks by BenCreating, modular version by bluecarrot16 ","bluecarrot16,Benjamin K. Smith (BenCreating),Stephen Challener (Redshrike) ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/,https://opengameart.org/content/lpc-character-bases "
"head/heads/human/female/walk.png","original head by Redshrike, tweaks by BenCreating, modular version by bluecarrot16 ","bluecarrot16,Benjamin K. Smith (BenCreating),Stephen Challener (Redshrike) ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/,https://opengameart.org/content/lpc-character-bases "
"head/heads/human/female/shoot.png","original head by Redshrike, tweaks by BenCreating, modular version by bluecarrot16 ","bluecarrot16,Benjamin K. Smith (BenCreating),Stephen Challener (Redshrike) ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/,https://opengameart.org/content/lpc-character-bases "
"head/heads/human/female/hurt.png","original head by Redshrike, tweaks by BenCreating, modular version by bluecarrot16 ","bluecarrot16,Benjamin K. Smith (BenCreating),Stephen Challener (Redshrike) ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/,https://opengameart.org/content/lpc-character-bases "
"head/heads/human/female/idle.png","original head by Redshrike, tweaks by BenCreating, modular version by bluecarrot16 ","bluecarrot16,Benjamin K. Smith (BenCreating),Stephen Challener (Redshrike) ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/,https://opengameart.org/content/lpc-character-bases "
"head/heads/human/female/run.png","original head by Redshrike, tweaks by BenCreating, modular version by bluecarrot16 ","bluecarrot16,Benjamin K. Smith (BenCreating),Stephen Challener (Redshrike) ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/,https://opengameart.org/content/lpc-character-bases "
"head/heads/human/male/spellcast.png","original head by Redshrike, tweaks by BenCreating, modular version by bluecarrot16 ","bluecarrot16,Benjamin K. Smith (BenCreating),Stephen Challener (Redshrike) ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-character-bases "
"head/heads/human/male/walk.png","original head by Redshrike, tweaks by BenCreating, modular version by bluecarrot16 ","bluecarrot16,Benjamin K. Smith (BenCreating),Stephen Challener (Redshrike) ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-character-bases "
"head/heads/human/male/shoot.png","original head by Redshrike, tweaks by BenCreating, modular version by bluecarrot16 ","bluecarrot16,Benjamin K. Smith (BenCreating),Stephen Challener (Redshrike) ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-character-bases "
"head/heads/human/male/hurt.png","original head by Redshrike, tweaks by BenCreating, modular version by bluecarrot16 ","bluecarrot16,Benjamin K. Smith (BenCreating),Stephen Challener (Redshrike) ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-character-bases "
"head/heads/human/male/idle.png","original head by Redshrike, tweaks by BenCreating, modular version by bluecarrot16 ","bluecarrot16,Benjamin K. Smith (BenCreating),Stephen Challener (Redshrike) ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-character-bases "
"head/heads/human/male/run.png","original head by Redshrike, tweaks by BenCreating, modular version by bluecarrot16 ","bluecarrot16,Benjamin K. Smith (BenCreating),Stephen Challener (Redshrike) ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-character-bases "
"hair/curly_short/adult/spellcast.png"," ","ElizaWy ","OGA-BY 3.0 ","https://opengameart.org/content/lpc-hair,https://opengameart.org/content/lpc-expanded-sit-run-jump-more "
"hair/curly_short/adult/walk.png"," ","ElizaWy ","OGA-BY 3.0 ","https://opengameart.org/content/lpc-hair,https://opengameart.org/content/lpc-expanded-sit-run-jump-more "
"hair/curly_short/adult/shoot.png"," ","ElizaWy ","OGA-BY 3.0 ","https://opengameart.org/content/lpc-hair,https://opengameart.org/content/lpc-expanded-sit-run-jump-more "
"hair/curly_short/adult/hurt.png"," ","ElizaWy ","OGA-BY 3.0 ","https://opengameart.org/content/lpc-hair,https://opengameart.org/content/lpc-expanded-sit-run-jump-more "
"hair/curly_short/adult/idle.png"," ","ElizaWy ","OGA-BY 3.0 ","https://opengameart.org/content/lpc-hair,https://opengameart.org/content/lpc-expanded-sit-run-jump-more "
"hair/curly_short/adult/run.png"," ","ElizaWy ","OGA-BY 3.0 ","https://opengameart.org/content/lpc-hair,https://opengameart.org/content/lpc-expanded-sit-run-jump-more "
"hair/bangs/adult/spellcast.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hair/bangs/adult/walk.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hair/bangs/adult/shoot.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hair/bangs/adult/hurt.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hair/bangs/adult/idle.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hair/bangs/adult/run.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hair/plain/adult/spellcast.png"," ","JaidynReiman,Manuel Riecke (MrBeast),Joe White ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/ponytail-and-plain-hairstyles,https://opengameart.org/content/lpc-expanded-hair "
"hair/plain/adult/walk.png"," ","JaidynReiman,Manuel Riecke (MrBeast),Joe White ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/ponytail-and-plain-hairstyles,https://opengameart.org/content/lpc-expanded-hair "
"hair/plain/adult/shoot.png"," ","JaidynReiman,Manuel Riecke (MrBeast),Joe White ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/ponytail-and-plain-hairstyles,https://opengameart.org/content/lpc-expanded-hair "
"hair/plain/adult/hurt.png"," ","JaidynReiman,Manuel Riecke (MrBeast),Joe White ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/ponytail-and-plain-hairstyles,https://opengameart.org/content/lpc-expanded-hair "
"hair/plain/adult/idle.png"," ","JaidynReiman,Manuel Riecke (MrBeast),Joe White ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/ponytail-and-plain-hairstyles,https://opengameart.org/content/lpc-expanded-hair "
"hair/plain/adult/run.png"," ","JaidynReiman,Manuel Riecke (MrBeast),Joe White ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/ponytail-and-plain-hairstyles,https://opengameart.org/content/lpc-expanded-hair "
"hair/ponytail/adult/fg/spellcast.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hair/ponytail/adult/bg/spellcast.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hair/ponytail/adult/fg/walk.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hair/ponytail/adult/bg/walk.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hair/ponytail/adult/fg/shoot.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hair/ponytail/adult/bg/shoot.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hair/ponytail/adult/fg/hurt.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hair/ponytail/adult/bg/hurt.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hair/ponytail/adult/fg/idle.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hair/ponytail/adult/bg/idle.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hair/ponytail/adult/fg/run.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hair/ponytail/adult/bg/run.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hair/long/adult/spellcast.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hair/long/adult/walk.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hair/long/adult/shoot.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hair/long/adult/hurt.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hair/long/adult/idle.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hair/long/adult/run.png"," ","JaidynReiman,Manuel Riecke (MrBeast) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-expanded-hair "
"hat/cloth/leather_cap/adult/spellcast.png","original by Johannes Sjölund (wulax), female by Matthew Krohn, mapped to all frames w/recolors by JaidynReiman ","Johannes Sjölund (wulax),Matthew Krohn (Makrohn),JaidynReiman ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,https://opengameart.org/content/lpc-expanded-hats-facial-helmets "
"hat/cloth/leather_cap/adult/walk.png","original by Johannes Sjölund (wulax), female by Matthew Krohn, mapped to all frames w/recolors by JaidynReiman ","Johannes Sjölund (wulax),Matthew Krohn (Makrohn),JaidynReiman ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,https://opengameart.org/content/lpc-expanded-hats-facial-helmets "
"hat/cloth/leather_cap/adult/shoot.png","original by Johannes Sjölund (wulax), female by Matthew Krohn, mapped to all frames w/recolors by JaidynReiman ","Johannes Sjölund (wulax),Matthew Krohn (Makrohn),JaidynReiman ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,https://opengameart.org/content/lpc-expanded-hats-facial-helmets "
"hat/cloth/leather_cap/adult/hurt.png","original by Johannes Sjölund (wulax), female by Matthew Krohn, mapped to all frames w/recolors by JaidynReiman ","Johannes Sjölund (wulax),Matthew Krohn (Makrohn),JaidynReiman ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,https://opengameart.org/content/lpc-expanded-hats-facial-helmets "
